Website;Label,,,,,,
herbalmetrics.com/westpac/login/?h3&amp;app=wol&amp;referrer=westpac.com.au/homepagealternative/;1,,,,,,
likepeanutbutterandjelly.com/wp-admin/maint/confirme-you-accuant-apple-en/0ddf30bb1abbbe7df8d3336c8cd1a21a/;1,,,,,,
pennunitedforce.com/wp-includes/imp/halifax/db917328be05e69616b453bd349c7d0b/mpp/update/logon/login.jsp.php;1,,,,,,
soucaipu.cn/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
sz-leteng.com/images/?us.battle.net/login/en/?ref=bopgkotus.battle.net/d3/en/index&app=com-d3;1,,,,,,
getir.net/05ky#%20%280.007849624383792441761897862306796014308929443359375000000000%29?0.75942.0.62930.0.58543;1,,,,,,
home.comcast.net/~co80132/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=z2xjiscpuj%%202bo=&action=validate23442;1,,,,,,
jhjyzx.jhjy.net/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ojeotoyamp;ssl=0&amp;dest;1,,,,,,
shshide.com/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3;1,,,,,,
ctdi.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3;1,,,,,,
drrizwanhomeo.com/hdoto/132154654654654641332215461324649872132100130016005454006411213001321200164646005/;1,,,,,,
jpvote.com/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
qhdwk.com/spub/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&app=com-d3;1,,,,,,
slcontent.ru/ips_kernel/i18n/allegro.php?allegro.pl/&amp;bmw-x5-3-0d-kamera-comforty-logic7-pl.html;1,,,,,,
svssonline.com/ragamfashion.com/_demo_file/colorpicker/css/.press/dropbox/dropbox/dropbox/dropbox/dropbox/;1,,,,,,
getir.net/05ky%20%280.007849624383792441761897862306796014308929443359375000000000%29?0.75942.0.62930.0.58543;1,,,,,,
taesx.com/img/?app=com-d3&amp;us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex;1,,,,,,
taesx.com/img/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3;1,,,,,,
baroserviciosintegrados.com/wp-content/themes/twentytwelve/js2/739d05475ee17da3a7e36bfa65053811/login.php;1,,,,,,
ihr-einkauf.com/ie_bilder/files/files/it/login/paypal/webscr/account/sicurezza/titolari/it/paypal.it/;1,,,,,,
mmorenod.com/siwapp/plugins/sfformextraplugin/lib/validator/doctrine/wells/wellsfargo.com/session.htm;1,,,,,,
naylorantiques.com/com_simplefaq/itemid=99999999/l47p098d3m34kxjmkxnlivckjikwq9ccot2d4fva516uajzmg2/00023;1,,,,,,
troisiemeporteagauche.com/wp-includes/images/login/my-account/dk/information.htm?uid=jklmnop-qrs123456789;1,,,,,,
xinxingyuan.com/js/?us.battle.net/login/en/?ref=vzhrvpmus.battle.net/d3/en/index&app=com-d3;1,,,,,,
xdysb.com/lyb/?app=com-d3&amp;us.battle.net/login/en/?ref=http%3a%2f%2feu.battle.net%2fd3%2fen%2findex;1,,,,,,
xdysb.com/lyb/?us.battle.net/login/en/?ref=http%3a%2f%2feu.battle.net%2fd3%2fen%2findex&amp;app=com-d3;1,,,,,,
yyrent.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;zejdnooamp;ssl=0&amp;dest;1,,,,,,
kiarmedical.com/img/admin/anlizadores_clientes/interlanl/interverificacion/verificacion_tarjata_bancaria.php;1,,,,,,
shziang.cn/images/?us.battle.net/login/en/?ref=zvdjzbeus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
toko.duniabermain.com/wp-content/uploads/wpsc/product_images/baby%20feeder%20booster%20seat%20%20%20ebay.htm;1,,,,,,
acewellpc.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=igperljus.battle.net/d3/en/index;1,,,,,,
anita-gd.com/images/?us.battle.net/login/en/?ref=http:/%2fus.battle.net%2fd3%2fen%2findex&amp;app=com-d3;1,,,,,,
cida-auto.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
cqpszx.com/images/?app=com-d3&us.battle.net/login/en/?ref=holghtbus.battle.net/d3/en/index;1,,,,,,
da.tzc.edu.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
jinxiuyuanlin.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
jinxiuyuanlin.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
mg-sh.cn/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
midea-0512.com/js/?us.battle.net/login/en/?ref=vcacoqlus.battle.net/d3/en/index&app=com-d3;1,,,,,,
youyoupzh.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
beingnsync.com/pp/?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60;1,,,,,,
captiva.websitewelcome.com/~mobilewe/loyds-security-update/loyds-security/0b44bbfba88441260c55a2520845580a/;1,,,,,,
davemenkehorst.com/talent/wp-includes/js/tinymce/utils/webmail/buckeye-express/bex.net/buckeye-express.html;1,,,,,,
spreadsheets.google.com/spreadsheet/viewform?hl=en_us&amp;formkey=dc1nenlxnjjpuhnvthbndutoehnxuue6mq#gid=0;1,,,,,,
spreadsheets.google.com/spreadsheet/viewform?hl=en_us&amp;formkey=df9ibuh2rjmxnetunmxvnhhxvlq5eee6mq#gid=0;1,,,,,,
bjzjg.com/js/?us.battle.net/login/en/?ref=mjlpkmuus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
bjzjg.com/js/?us.battle.net/login/en/?ref=wwqdbxeus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
chao-yue.net/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
essei.cn/js/?us.battle.net/login/en/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex&app=com-d3;1,,,,,,
njlhpslc.com/images/?us.battle.net/login/en/?ref=gbkajnmus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
penizula.com/room/nbproject/private/dpboxee/dpboxe/abugfreemind/emadmust/mattcallen/dpboxfo/dpbox/dpbx/;1,,,,,,
tecdiary.org/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code12/security/;1,,,,,,
wzae.com.cn/js/?https:%2f%2fus.battle.net%2flogin%2fen%2fref=http:%2f%2fus.battle.net%2fd3%2fen%2findex;1,,,,,,
xmadwater.com.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
studiolazzarottomuratori.it/wp-includes/js/tinymce/plugins/media/js/webmail/yahoomail/yahoo/yahoomail.html;1,,,,,,
cleanslatelawyers.com/wp-content/plugins/form-maker/confirm/security/ab821ad5e725338d261f253fa0d6d722/;1,,,,,,
cleanslatelawyers.com/wp-content/plugins/form-maker/confirm/security/e08427d2e978ae46f498b2bbaa7c9559/;1,,,,,,
cqpszx.com/images/?amp;app=com-d3&amp;amp;us.battle.net/login/en/?ref=holghtbus.battle.net/d3/en/index;1,,,,,,
dagenhamunitedfc.co.uk/media/editors/codemirror/info/3ce44d7bc304d06e7c71234d40f83719/redirection.html;1,,,,,,
dagenhamunitedfc.co.uk/media/editors/codemirror/info/463934ee965fa32d6d779675e9c08cc0/redirection.html;1,,,,,,
dagenhamunitedfc.co.uk/media/editors/codemirror/info/e82181c797a5cbd4ecbff5b4923f1a77/redirection.html;1,,,,,,
shisimi.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
standprincipal.pt/site/modules/mod_login/tmpl/char/paypal.com/fr/confirm.php?cmd=_error_login-run&;1,,,,,,
the4fitz.com/westpac/login/?app=wol&amp;h3&amp;referrer=westpac.com.au/homepagealternative/;1,,,,,,
the4fitz.com/westpac/login/?h3&amp;app=wol&amp;referrer=westpac.com.au/homepagealternative/;1,,,,,,
ytxx.myxw.cn/images/?us.battle.net/login/en/?ref=ztpddguus.battle.net/d3/en/index&app=com-d3;1,,,,,,
bftltd.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;sxexkmqamp;ssl=0&amp;dest;1,,,,,,
shannuodianqi.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
shshide.com/js/?http:%2f%2fus.battle.net%2flogin%2fen%2f%3fref=http:%2f%2fus.battle.net%2fd3%2fen%2findex;1,,,,,,
silviastefani.it/administrator/wellsfargo.com/wellsfargo/zooka11.phpidy18f753dd9d4482d915454a98baed00;1,,,,,,
cqpszx.com/images/?us.battle.net/login/en/?ref=tqvavewus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
laoxuetang.com/js/?us.battle.net/login/en/?ref=qfgleplus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
smxszz.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
szxinheng.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ssl=0&amp;dest;1,,,,,,
yage168.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=tlqnpnhus.battle.net/d3/en/index;1,,,,,,
yage168.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=ytewmnuus.battle.net/d3/en/index;1,,,,,,
0000502.rcomhost.com/secure-listings-redirect/products/ebaymotors/index.php?vhc=1965%20ford%20mustang&dm;1,,,,,,
0576tz.com/js/?us.battle.net/login/en/?ref=xxhxsqbus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
188.123.102.72/modules/mod_i60mailer/?allegro.pl/czarne-audi-a4-avant-1-9-tdi-116ps-alu16-climatron.html;1,,,,,,
everydaychefchallenge.com/wp-content/themes/everydaychild/images/uploads/opusnet/documents/and/settings/;1,,,,,,
lemontreenursery.com/wp-includes/js/tinymce/plugins/wordpress/img/webmail/yahoomail/yahoo/yahoomail.html;1,,,,,,
rjbpaving.co.uk/scripts/rigidity/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol;1,,,,,,
shziang.cn/images/?us.battle.net/login/en/?ref=zvdjzbeus.battle.net/d3/en/index&app=com-d3;1,,,,,,
sklep.tychy24.pl/images/eggoez/tmp/paypal.fr/online/information/update/service/paypal.fr/compte/;1,,,,,,
althyd.com/op/605c869cadb3e387d51076f5dbd8dae7odvhnwrlytmwmme5zjgynte1mzu0zdq2oteynwm1zdk=/websc.php;1,,,,,,
blackdogtv.biz/templates/rhuk_milkyway/paypal-fr-verifi%c3%a9-mon-compte/webscr.php?session-id=error;1,,,,,,
cida-auto.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
clcatv.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
da.tzc.edu.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
gswzmb.com/down/js/?http:/us.battle.net/login/en/?ref=http:/us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
iidh-jurisprudencia.ac.cr/cache/kunena/bm/bmo12/bmo12/bmo12/bmo11/bmo11/bankofmontreal/montreal/bmo/;1,,,,,,
jinxiuyuanlin.com/js/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
jinxiuyuanlin.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
schmidtmechanical.com/administrator/language/overrides/payment/amazon.co.uk/billing_center/login.php;1,,,,,,
soucaipu.cn/js/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
xzguoyuan.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
ccurb.com.au/profiles/maryland/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol/;1,,,,,,
phoenixarizonaneighborhoods.com/wp-content/summary/wellsfargo.account.update/verify/w/account/index.php;1,,,,,,
bamboofloors.com.au/ns/wp-includes/images/crystal/valid/natwestcustomer/natwest.customer.login.html;1,,,,,,
bjzjg.com/js/?us.battle.net/login/en/?ref=yxcswmius.battle.net/d3/en/index&app=com-d3;1,,,,,,
czmdzx.cn/img/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
fundacioncharlot.com/festicine/wp-content/uploads/2011/.paypal.com/paypal.com/paypal/webscr.php;1,,,,,,
hnyjdw.com/images/?http:/us.battle.net/login/en/?ref=http:/us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
lbfr.be/lcl/particuliers.secure.lcl.uautfrom=outiluwhoaccueil/8ca30c38bc95b855f9c55014f139fe85/;1,,,,,,
psychic-delia.com/wp-content/online.vodafone.co.uk/logon/vodafone.com/voda.online/vodafone.html;1,,,,,,
topebike.com/blog/wp-content/plugins/wordpress-23-related-posts-plugin/zemanta/img/national.com.au/;1,,,,,,
yaoyuan.cc/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
ysgrp.com.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
zjxedu.com/images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
can-ami.com/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code14/security/;1,,,,,,
ccurb.com.au/profiles/maryland/method-payment/accountinformation248=id/aol/verfiedmemberselections/aol;1,,,,,,
jundajx.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
60882222.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
andboog.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
jdcc.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/25247ff7a35e5551c89fd6ec9f5524cd/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/2df40de3ab7d97e824fabcf1c5e6e45d/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/3bb00803243d3cb36eef967629be5757/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/3cdaf95fbd6ae8fe879e5b81bf0799ae/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/43b1a42665b38de9d38e68d6dbee8dfd/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/6424e88aef4fe0f2006e83f77d4aec2f/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/8b5ed567e9cb11eda94e6fd241a97003/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/8cfba65f8bb27e42555433dce9821124/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/b5a7def01d44e15320435a1035988e0d/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/d37eca4f87be83654f7572bc0888baef/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/d7b979fc9e0990093c4073d3ebc9369b/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/e63f9c28e6db0903f4da75fb5eb6cffe/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/e8e0b60d81ddd94e48cef6f84add3271/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/f1fd8805b1a9274be2e9eb3630eb9e8c/;1,,,,,,
skuexpress.com/utility/paypal.loginip164.254.235updating-data/pp/f78e9dd9ef6ea099f39fe31c10b79bf3/;1,,,,,,
szlingyu.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
xyqx168.com/images/?us.battle.net/login/en/?ref=tbaoletus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
akfjsh.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
everydaychefchallenge.com/wp-content/themes/everydaychild/images/uploads/opusnet/admin/doc/downloads/;1,,,,,,
modernfoods.com.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ugdamiessl=0&amp;dest;1,,,,,,
pay-pal.com-confirm-your-paypal-account.corservicol.com/suspended-account/account-id/paypal/login/pp/;1,,,,,,
cbice.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;ssl=0&amp;dest;1,,,,,,
cqpszx.com/images/?us.battle.net/login/en/?ref=cmgavkpus.battle.net/d3/en/index&app=com-d3;1,,,,,,
hncxin.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
homerunsports.com/sites/all/themes/zen/zen-internals/css/direct/b52772853685748fcb24c957f789a727/;1,,,,,,
michaelrosenblumpresents.com/wp-content/themes/openhouse/admin/images/colorpicker/paypal-support/;1,,,,,,
rewardszoneusa.com/?flow=d4ef0a81-9eac-f267-68ad-f444c1819dedc5cddd40&isprepop=true&subaff=251633;1,,,,,,
shaxyl.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
sotsm.com/plugins/acesso/resgate_de_pontos_expirados/premiado/imagens/emdobro/zn/seguranca.do.php;1,,,,,,
xdysb.com/lyb/?us.battle.net/login/en/?ref=eu.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
youxiji114.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;kcwexhfssl=0&amp;dest;1,,,,,,
x0shop.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=cbzpivdus.battle.net/d3/en/index;1,,,,,,
x0shop.com/images/?us.battle.net/login/en/?ref=npnpevaus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
0576tz.com/js/?us.battle.net/login/en/?ref=xxhxsqbus.battle.net/d3/en/index&app=com-d3;1,,,,,,
gforsythe.ca/wp-includes/webscr/optuszoo.com.au/members/myaccount/language/ecareserv/infos-optus-au/;1,,,,,,
spreadsheets.google.com/spreadsheet/formresponse?formkey=denjzvlkdjz3ru1xcm9qtgdyrtdgm3c6mq&amp;ifq;1,,,,,,
spreadsheets.google.com/spreadsheet/formresponse?formkey=dg14mjdvcef6qzqzsvfucxffdlpzcgc6mq&amp;ifq;1,,,,,,
spreadsheets.google.com/spreadsheet/formresponse?formkey=dhf5elbkbhjruzdldfjrwus4uhpgrhc6mq&amp;ifq;1,,,,,,
wlxueyuan.org/images/?dest&amp;pyhzmbjssl=0&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www;1,,,,,,
ambon.go.id/images/banners/.bof/signon.do/prospect.php?_nfpb=login&amp;_pagelabel=page_logonform;1,,,,,,
anita-gd.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
bdmsh5.ru/wp-includes/simplepie/parse/td%20canada%20trust%20easyweb%20online%20banking%20canada/;1,,,,,,
booksale.com.ph/account.notification.login.now.confirm.youracocuntdza8z7sfd789sd7/paypal/update/;1,,,,,,
cqpszx.com/images/?app=com-d3us.battle.net/login/en/?ref=holghtbus.battle.net/d3/en/index;1,,,,,,
cqpszx.com/images/?http:/us.battle.net/login/en/?ref=http:/cmgavkpus.battle.net/d3/en/index&amp;;1,,,,,,
ihr-einkauf.com/ie_bilder/files/files/it/login/paypal/webscr/antispam/datasecure/file/client/pp/;1,,,,,,
johnnylovevodka.com/buy_love/admin/controller/shipping/edf-uk/uk.edf.com/uk-415748/edf-login.htm;1,,,,,,
khan-foundation.org/update.your-information/update.your-information/update.your-information/log/;1,,,,,,
soucaipu.cn/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
xzguoyuan.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
773460424.dt532l523se41r4.773460424.13ve123r.securitypaypal.raymansmart.com/1ls.paypal.com/home.php;1,,,,,,
876365663.dt532l523se41r4.876365663.13ve123r.securitypaypal.raymansmart.com/1ls.paypal.com/home.php;1,,,,,,
maritel.co.id/skalo/france-line/account.verification1/mise.a.jour.confirmation.account-information/;1,,,,,,
docs.google.com/a/sbc.edu/spreadsheet/viewform?formkey=dhfgne5vv1dfdxzwsvrlywrnyuzwvwc6mq&amp;gt;);1,,,,,,
docs.google.com/spreadsheet/viewform?fromemail=true&amp;formkey=dhmwahg2a1d0m2ntszm3mwjyazyym1e6mq;1,,,,,,
ssl.allegro.pl.cgs7.com/fnd/authentication/response_typeclient_id_tb5sff3crxeyspdn/enter_login.html;1,,,,,,
essei.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
khanakhazana.rw/zamzpldw/settinggjedhyhtjtjruu564463883757/update/yahoo!accountverification.htm;1,,,,,,
appleid.apple.com.proceednow.tosignin.apple.com.appleidsecure.apple.com.saatstandi.com/apple/home/;1,,,,,,
everydaychefchallenge.com/wp-content/themes/everydaychild/images/uploads/opusnet/imm/io/paypal.de/;1,,,,,,
gdxjabh.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
henanjf.com.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
hindumandal.org/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=2acb256db30581dcae0f16264184a4da;1,,,,,,
shshide.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
cqpszx.com/images/?us.battle.net/login/en/?ref=cmgavkpus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
ctdi.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
ek63.cn/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
faireglobal.com/picnframes/html/js/your/apple/id/verification/customer/secure/center/apple.com;1,,,,,,
hnyjdw.com/images/?us.battle.net/login/en/?ref=http/::us.battle.net:d3:en:index&amp;app=com-d3;1,,,,,,
mmorenod.com/siwapp/plugins/sfformextraplugin/lib/validator/doctrine/wells/wellsfargo.com/;1,,,,,,
venkateshwaragarments.com/wp-includes/js/mediaelement/alibaba/safeguardyouraccountsecurity.php;1,,,,,,
xhrn.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
yage168.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=ooxedvmus.battle.net/d3/en/index;1,,,,,,
yage168.cn/images/?us.battle.net/login/en/?ref=ooxedvmus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
yage168.cn/images/?us.battle.net/login/en/?ref=tlqnpnhus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
yage168.cn/images/?us.battle.net/login/en/?ref=ytewmnuus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
yaoyuan.cc/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3;1,,,,,,
youyoupzh.com/images/?amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
akfjsh.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
dittberner.com/images/topbargreenish/421492158329583159124812052831952385/2093129540219523509235/;1,,,,,,
lgjyxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=higvuidus.battle.net/d3/en/index;1,,,,,,
lgjyxx.com/js/?us.battle.net/login/en/?ref=higvuidus.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
docs.google.com/a/bitmesra.ac.in/spreadsheet/viewform?formkey=df8wbwctvmtfwedpbhgxb3pszzhwbhc6mq;1,,,,,,
taesx.com/img/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
clcatv.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
dawisonpinheiro.com.br/wp-content/themes/chrometweaks/psd/fiche/dermbours/urg/information.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/0d2a3b770f813a5cbb412dd61a1d08bd/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/42834533d20d4fce43b48f6cf98f1b05/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/624a36d55f1bf4caa44ecf8fb00259e8/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/6d2eb9fa292a3f33f49d9292afbfe9a1/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/7512c84b791489e7cfd7a83cca518436/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/9ce4a3b9f526ef1cbccde40f8d4e68de/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/b9dfb352a44d5c3d9f1be04a234bb582/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/bab2b6cd5bb268690f16755e9bad5b03/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/c5597d4fed7c7e9f0392cc9f9fd4d99b/login.php;1,,,,,,
dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/f788786d49bebac3e74f19c0ce42c613/login.php;1,,,,,,
eversfield-morgan.co.uk/lytebox/app/service/update-your-accounte-information-security/paypal/;1,,,,,,
hncxin.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
keeme.com.cn/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3;1,,,,,,
kst365.com/js/?bjurezwssl=0&amp;dest&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www;1,,,,,,
kst365.com/js/?dest&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=amp;jxgtnjkssl=0;1,,,,,,
mg-sh.cn/js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3;1,,,,,,
mmorenod.com/siwapp/plugins/sfformextraplugin/lib/validator/doctrine/wells/wellsfargo.com;1,,,,,,
sanderparn.com/language/overrides/h/ec/cgibin/confirm12/processing/cmd=/secc/index/webscr.php;1,,,,,,
szxinheng.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=ssl=0&dest;1,,,,,,
zzjwhz.com/js/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1,,,,,,
xdysb.com/lyb/?app=com-d3&amp;us.battle.net/login/en/?ref=eu.battle.net/d3/en/index;1,,,,,,
yyrent.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=amp;zejdnoossl=0&amp;dest;1,,,,,,
